product_already_counted,protocol,btc,method,confidence,month,group,segment,slug,chain,in_column,note
Bedrock uniBTC,Dolomite,0.0062,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,dolomite,Berachain,btc_total,
Bedrock uniBTC,fx Protocol,0.0013,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,cdp,fx-protocol,Ethereum,btc_total,
Bedrock uniBTC,Morpho Blue,16.002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Base,btc_total,
Bedrock uniBTC,Morpho Blue,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Ethereum,btc_total,
Bedrock uniBTC,River Omni-CDP,341.3682,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,cdp,river-omni-cdp,Base,btc_total,
Bedrock uniBTC,River Omni-CDP,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,cdp,river-omni-cdp,Ethereum,btc_total,
BitFi bfBTC,LayerBank,0.0003,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,layerbank,Binance,btc_total,
BitFi bfBTC,River Omni-CDP,655.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,cdp,river-omni-cdp,Binance,btc_total,
Fragmetric,Loopscale,2.965,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,loopscale,Solana,btc_total,
Lombard LBTC,Aave V3,21.3783,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,aave-v3,Base,btc_total,
Lombard LBTC,Aave V3,2686.9928,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,aave-v3,Ethereum,btc_total,
Lombard LBTC,Aave V3,0.017,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,aave-v3,Ethereum,btc_borrowed,
Lombard LBTC,Aave V4,0.0662,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,aave-v4,Ethereum,btc_total,
Lombard LBTC,AlphaFi Lending,0.2889,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,alphafi-lending,Sui,btc_total,
Lombard LBTC,AlphaFi Lending,0.0369,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,alphafi-lending,Sui,btc_borrowed,
Lombard LBTC,Avalon Finance,0.0164,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Binance,btc_total,
Lombard LBTC,Bucket CDP,0.0175,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,cdp,bucket-cdp,Sui,btc_total,
Lombard LBTC,crvUSD,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,cdp,crvusd,Ethereum,btc_total,
Lombard LBTC,Current,0.0007,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,current,Sui,btc_total,
Lombard LBTC,Dolomite,0.2066,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,dolomite,Berachain,btc_total,
Lombard LBTC,Dolomite,0.0161,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,dolomite,Berachain,btc_borrowed,
Lombard LBTC,Echelon Market,0.0217,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,echelon-market,Move,btc_total,
Lombard LBTC,Euler V2,0.0745,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,BOB,btc_total,
Lombard LBTC,Euler V2,0.1598,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,BOB,btc_borrowed,
Lombard LBTC,Euler V2,1.3672,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,Base,btc_total,
Lombard LBTC,Euler V2,0.0028,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,Base,btc_borrowed,
Lombard LBTC,Euler V2,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,Berachain,btc_total,
Lombard LBTC,Euler V2,0.0076,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,Ethereum,btc_total,
Lombard LBTC,Euler V2,0.0003,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,TAC,btc_total,
Lombard LBTC,Euler V2,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,TAC,btc_borrowed,
Lombard LBTC,Fluid Lending,0.178,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,fluid-lending,Base,btc_total,
Lombard LBTC,Fluid Lending,9.4417,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,fluid-lending,Ethereum,btc_total,
Lombard LBTC,Jupiter Lend,36.807,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,jupiter-lend,Solana,btc_total,
Lombard LBTC,Kamino Lend,1.4087,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,kamino-lend,Solana,btc_total,
Lombard LBTC,LayerBank,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,layerbank,Move,btc_total,
Lombard LBTC,Moonwell Lending,43.1175,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,moonwell-lending,Base,btc_total,
Lombard LBTC,Moonwell Lending,0.2201,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,moonwell-lending,Base,btc_borrowed,
Lombard LBTC,Morpho Blue,12.406,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Base,btc_total,
Lombard LBTC,Morpho Blue,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Base,btc_borrowed,
Lombard LBTC,Morpho Blue,64.6571,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Ethereum,btc_total,
Lombard LBTC,Morpho Blue,0.6394,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Ethereum,btc_borrowed,
Lombard LBTC,Morpho Blue,0.3417,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Katana,btc_total,
Lombard LBTC,Morpho Blue,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Monad,btc_total,
Lombard LBTC,Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Stable,btc_total,
Lombard LBTC,Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,TAC,btc_total,
Lombard LBTC,NAVI Lending,34.4437,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,navi-lending,Sui,btc_total,
Lombard LBTC,NAVI Lending,1.2106,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,navi-lending,Sui,btc_borrowed,
Lombard LBTC,Silo V2,0.267,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,silo-v2,Sonic,btc_total,
Lombard LBTC,SparkLend,2740.8398,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,sparklend,Ethereum,btc_total,
Lombard LBTC,Suilend,40.0797,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,suilend,Sui,btc_total,
Lombard LBTC,Venus Core Pool,0.1853,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,venus-core-pool,Ethereum,btc_total,
Lorenzo stBTC (issuer row ~0 today),Avalon Finance,0.703,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Bitlayer,btc_total,
Lorenzo stBTC (issuer row ~0 today),Avalon Finance,0.0832,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Bitlayer,btc_borrowed,
Lorenzo stBTC (issuer row ~0 today),LayerBank,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,layerbank,Hemi,btc_total,
Lorenzo stBTC (issuer row ~0 today),LayerBank,0.0021,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,layerbank,Move,btc_total,
Lorenzo stBTC (issuer row ~0 today),NAVI Lending,0.4898,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,navi-lending,Sui,btc_total,
Lorenzo stBTC (issuer row ~0 today),NAVI Lending,0.0154,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,navi-lending,Sui,btc_borrowed,
Lorenzo stBTC (issuer row ~0 today),River Omni-CDP,0.2732,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,cdp,river-omni-cdp,Bitlayer,btc_total,
Midas mHyperBTC,LayerBank,0.0019,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,layerbank,RSK,btc_total,
Midas mHyperBTC,Morpho Blue,70.2129,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Ethereum,btc_total,
Midas mHyperBTC,Morpho Blue,57.0733,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Monad,btc_total,
PumpBTC,Avalon Finance,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Ethereum,btc_total,
Solv Basis Trading,Avalon Finance,0.0932,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0103,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,sumer.money,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,0.2585,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Arbitrum,btc_total,
SolvBTC LSTs,Avalon Finance,0.0382,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.2267,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Base,btc_total,
SolvBTC LSTs,Avalon Finance,0.029,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Base,btc_borrowed,
SolvBTC LSTs,Avalon Finance,2.2705,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,0.125,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Binance,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.0353,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Ethereum,btc_total,
SolvBTC LSTs,Avalon Finance,0.1083,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Merlin,btc_total,
SolvBTC LSTs,Avalon Finance,0.0891,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Merlin,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Sei,btc_total,
SolvBTC LSTs,Avalon Finance,0.0045,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Sonic,btc_total,
SolvBTC LSTs,Avalon Finance,0.0011,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,avalon-finance,Taiko,btc_total,
SolvBTC LSTs,Beraborrow,0.0398,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,cdp,beraborrow,Berachain,btc_total,
SolvBTC LSTs,Dolomite,0.0017,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,dolomite,Berachain,btc_total,
SolvBTC LSTs,Euler V2,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,BOB,btc_total,
SolvBTC LSTs,Kinza Finance,0.0257,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,kinza-finance,Binance,btc_total,
SolvBTC LSTs,LayerBank,0.002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,layerbank,RSK,btc_total,
SolvBTC LSTs,Morpho Blue,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Ethereum,btc_total,
SolvBTC LSTs,River Omni-CDP,0.1296,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,cdp,river-omni-cdp,BOB,btc_total,
SolvBTC LSTs,Silo V2,0.006,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,silo-v2,Sonic,btc_total,
SolvBTC LSTs,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,sumer.money,Binance,btc_total,
SolvBTC LSTs,Venus Core Pool,792.2812,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,venus-core-pool,Binance,btc_total,
SolvBTC LSTs,YeiLend,0.5041,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,yeilend,Sei,btc_total,
SolvBTC LSTs,YeiLend,0.5157,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,yeilend,Sei,btc_borrowed,
Trevee / Rings scBTC,Silo V2,0.0059,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,silo-v2,Sonic,btc_total,
YO Protocol yoBTC,Euler V2,0.0154,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,Base,btc_total,
YO Protocol yoBTC,Fluid Lending,0.0011,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,fluid-lending,Base,btc_total,
ether.fi eBTC,Aave V3,82.5335,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,AlphaFi Lending,1.5416,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,alphafi-lending,Sui,btc_total,
ether.fi eBTC,AlphaFi Lending,0.0008,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,alphafi-lending,Sui,btc_borrowed,
ether.fi eBTC,Dolomite,0.0054,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,14.7122,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,etherfi-borrowing-market,Optimism,btc_total,
ether.fi eBTC,Euler V2,0.0028,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Fluid Lending,27.068,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.0019,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,0.0006,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-09,A,money_market,venus-core-pool,Ethereum,btc_total,
Accountable (Hyperithm vault share),Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,morpho-blue,Monad,btc_total,
Accountable (Hyperithm vault share),Morpho Blue,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,morpho-blue,Monad,btc_total,
Accountable (Hyperithm vault share),Morpho Blue,0.0226,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,morpho-blue,Monad,btc_total,
